country,years,students,gdp,expenditure
Guatemala,2010,2883,41338008265,2.79999995232
Guatemala,2008,2906,39136436508,3.18000006676
Guatemala,2007,2749,34113107920,3.03999996185
Guatemala,2006,2459,30231249704,2.98000001907
Guinea,2013,5656,6231725485,3.53999996185
Guinea,2012,6080,5667229759,2.47000002861
Guinea,2011,6227,5067360009,3.05999994278
Guinea,2010,5712,4735956493,3.69000005722
Guinea,2009,4621,4609923756,3.22000002861
Guinea,2008,4532,4515824647,2.44000005722
Guinea,2005,3135,2937071767,1.85000002384
Guinea,2004,2812,3666349049,2.21000003815
Guinea,2003,3000,3446442219,2.36999988556
Guinea,2002,2326,2949637039,2.58999991417
Guinea,2001,2202,2833442750,2.07999992371
Guinea,2000,1977,2995360969,2.58999991417
Guinea,1999,1785,3461282294,2.3599998951
Guinea-Bissau,2013,1491,946629756,2.3599998951
Guinea-Bissau,2012,1485,958857944,2.05999994278
Guinea-Bissau,2011,1550,1103652041,1.85000002384
Guinea-Bissau,2010,1515,847491367,1.86000001431
Guinea-Bissau,1999,735,224446652,5.25
Guyana,2012,1530,2851149183,3.19000005722
Guyana,2011,1657,2576597596,3.58999991417
Guyana,2010,831,2259288396,3.66000008583
Guyana,2009,1593,2025565089,3.3599998951
Guyana,2007,1433,1740334782,3.75
Guyana,2006,1101,1458446872,5.09000015259
Guyana,2005,1116,824880550,8.14000034332
Guyana,2004,1091,785918770,5.53000020981
Guyana,2003,1047,741929343,6.96999979019
Guyana,2002,667,722460886,8.40999984741
Guyana,2001,644,696281472,8.59000015259
Guyana,2000,742,712667897,8.47999954224
Guyana,1999,664,694754988,8.56000041962
Honduras,2013,3343,18496438641,5.86999988556
Hungary,2011,8093,139931000000,4.65000009537
Hungary,2010,8062,130094000000,4.82000017166
Hungary,2009,7495,129774000000,5.01000022888
Hungary,2008,6997,157095000000,5.01999998093
Hungary,2007,7184,139080000000,5.19000005722
Hungary,2006,7103,114734000000,5.36000013351
Hungary,2005,7579,112531000000,5.38000011444
Hungary,2004,7525,103641000000,5.38000011444
Hungary,2003,8248,84998508738,5.82999992371
Hungary,2002,7915,67516529107,5.19999980927
Hungary,2001,7373,53656435272,4.94999980927
Hungary,2000,6958,47169872903,4.88000011444
Hungary,1999,6464,49032987301,4.57999992371
Hungary,1998,6657,48615206876,4.42000007629
Iceland,2011,2697,14665358677,7.03999996185
Iceland,2010,2797,13236887873,7.19999980927
Iceland,2009,2634,12855269884,7.38000011444
Iceland,2008,2390,17530651670,7.23000001907
Iceland,2007,2489,21293841230,7.01000022888
Iceland,2006,2431,17041293816,7.34999990463
Iceland,2005,2334,16749309720,7.36000013351
Iceland,2004,2237,13704440838,7.21000003815
Iceland,2003,3012,11297018603,7.30999994278
Iceland,2002,2989,9161798221,7.40000009537
Iceland,2001,2469,8126161154,6.78000020981
Iceland,2000,2464,8924735423,6.48999977112
Iceland,1999,2434,8928185824,6.46000003815
Iceland,1998,2400,8468339856,6.78999996185
India,2012,188791,1831780000000,3.82999992371
India,2011,204246,1835810000000,3.72000002861
India,2010,208723,1708460000000,3.31999993324
India,2009,203217,1365370000000,3.21000003815
India,2006,145539,949117000000,3.08999991417
India,2005,146033,834215000000,3.13000011444
India,2004,133849,721585000000,3.28999996185
India,2003,118924,618356000000,3.54999995232
India,2000,62342,476609000000,4.25
India,1999,55436,466867000000,4.34000015259
India,1998,54384,428741000000,3.50999999046
Indonesia,2013,39098,910479000000,3.36999988556
Indonesia,2012,35785,917870000000,3.41000008583
Indonesia,2011,36559,892969000000,3.19000005722
Indonesia,2010,37175,755094000000,2.80999994278
Indonesia,2009,36471,539580000000,3.52999997139
Indonesia,2008,35005,510229000000,2.90000009537
Indonesia,2007,33741,432217000000,3.03999996185
Indonesia,2005,32745,285869000000,2.86999988556
Indonesia,2004,34061,256837000000,2.75
Indonesia,2003,39693,234772000000,3.22000002861
Indonesia,2002,39640,195661000000,2.65000009537
Indonesia,2001,36108,160447000000,2.46000003815
Ireland,2012,18541,224652000000,5.84000015259
Ireland,2011,20546,241785000000,5.84999990463
Ireland,2010,20009,220076000000,6.13999986649
Ireland,2009,18432,235387000000,6.21000003815
Ireland,2008,17991,274714000000,5.46999979019
Ireland,2007,19412,269715000000,4.71999979019
Ireland,2006,19911,231995000000,4.57999992371
Ireland,2005,19182,211389000000,4.55000019073
Ireland,2004,17540,193911000000,4.51000022888
Ireland,2003,15987,164537000000,4.23000001907
Ireland,2002,15380,127938000000,4.13000011444
Ireland,2001,15598,109077000000,4.11999988556
Ireland,2000,17822,99833960199,4.15999984741
Ireland,1999,19411,98688885468,4.15000009537
Ireland,1998,19624,90074803073,4.30999994278
Israel,2011,13985,261764000000,5.63000011444
Israel,2010,13630,234322000000,5.55999994278
Israel,2009,13334,208069000000,5.51999998093
Israel,2008,13291,216760000000,5.59000015259
Israel,2007,12354,179564000000,5.57000017166
Israel,2006,12026,154511000000,5.82999992371
Israel,2005,11804,142838000000,5.80999994278
Israel,2004,10680,135419000000,6.01000022888
Israel,2003,12107,126750000000,6.42999982834
Israel,2002,12356,121093000000,6.53000020981
Israel,2001,16028,130752000000,6.42999982834
Israel,2000,14004,132397000000,6.15999984741
Israel,1999,10305,117212000000,6.46999979019
Israel,1998,9991,115838000000,6.71000003815
Italy,2011,43799,2278090000000,4.13999986649
Italy,2010,40350,2126750000000,4.34999990463
Italy,2009,36117,2186240000000,4.53000020981
Italy,2008,31764,2391880000000,4.40000009537
Italy,2007,31391,2204090000000,4.11999988556
Italy,2006,29942,1943530000000,4.53999996185
Italy,2005,34391,1853510000000,4.25
Italy,2004,35008,1799130000000,4.40000009537
Italy,2003,43470,1570330000000,4.55000019073
Italy,2002,42162,1267040000000,4.44999980927
Italy,2001,42271,1162780000000,4.67000007629
Italy,2000,41510,1142210000000,4.30000019073
Italy,1999,39657,1249060000000,4.51999998093
Italy,1998,38801,1266790000000,4.46000003815
Jamaica,2013,4003,14187446661,6.26000022888
Jamaica,2012,4230,14746420946,6.11999988556
Jamaica,2011,4831,14396816914,6.26000022888
Jamaica,2010,5691,13190512703,6.36999988556
Jamaica,2009,5855,12037473161,6.19999980927
Jamaica,2008,6062,13678551838,6.19000005722
Jamaica,2007,6493,12824094990,5.48999977112
Jamaica,2005,6727,11204416000,4.61999988556
Jamaica,2004,7162,10150978155,3.91000008583
Jamaica,2003,6683,9399452788,4.26000022888
Jamaica,2002,5557,9694161516,5.42999982834
Jamaica,2001,5063,9087918837,5.40999984741
Jamaica,2000,5016,8929375580,5.01999998093
Japan,2013,32332,4919560000000,3.81999993324
Japan,2012,33416,5954480000000,3.84999990463
Japan,2011,35731,5905630000000,3.77999997139
Japan,2010,40330,5495390000000,3.77999997139
Japan,2008,50839,4849180000000,3.44000005722
Japan,2007,55344,4356350000000,3.46000003815
Japan,2006,59154,4356750000000,3.46000003815
Japan,2005,64273,4571870000000,3.48000001907
Japan,2004,61490,4655800000000,3.59999990463
Japan,2003,64975,4302940000000,3.6400001049
Japan,2002,63935,3980820000000,3.58999991417
Japan,2001,57132,4159860000000,3.56999993324
Japan,2000,59302,4731200000000,3.61999988556
Japan,1999,58390,4432600000000,3.53999996185
Japan,1998,57088,3914570000000,3.43000006676
Jordan,1999,12028,8147494358,4.94999980927
Kazakhstan,2013,48875,231876000000,2.82999992371
Kazakhstan,2009,35968,115309000000,3.05999994278
Kazakhstan,2008,46780,133442000000,2.58999991417
Kazakhstan,2007,30475,104850000000,2.82999992371
Kazakhstan,2006,28248,81003884545,2.63000011444
Kazakhstan,2005,29440,57123671734,2.25999999046
Kazakhstan,2004,27710,43151647003,2.25999999046
Kazakhstan,2002,27463,24636598581,3.02999997139
Kazakhstan,2000,20203,18291990619,3.25999999046
Kazakhstan,1999,20171,16870817135,3.8900001049
Kenya,2010,13456,39999659234,5.51000022888
Kenya,2006,13728,25825524821,7.05000019073
Kenya,2005,14025,18737895401,7.34000015259
Kenya,2004,14267,16095337094,6.80000019073
Kenya,2003,14765,14904517650,6.48999977112
Kenya,2002,13314,13147743911,6.17000007629
Kenya,2001,11366,12986007426,5.21000003815
Kenya,2000,10517,12705357103,5.19000005722
Kenya,1999,9676,12896013577,5.32000017166
Kiribati,2001,909,63101272,11.9899997711
Kiribati,2000,914,67512697,11.1400003433
Kiribati,1999,900,70596129,10.6300001144
Kuwait,2006,6447,101551000000,3.75999999046
Kuwait,2005,6381,80797945205,4.73999977112
Kuwait,2004,6639,59440108585,5.53999996185
Kuwait,2002,6248,38137545245,6.55000019073
Kuwait,2001,5488,34890772742,6.59000015259
Latvia,2012,6343,28023276372,3.20000004768
Latvia,2011,6036,28385281828,3.49000000954
Latvia,2010,5064,23743309486,3.55999994278
Latvia,2009,4250,26144610787,3.92000007629
Latvia,2008,4063,35542093261,3.78999996185
Latvia,2007,3872,30847189167,3.26999998093
Latvia,2006,3521,21410923000,3.27999997139
Latvia,2004,3416,14359465331,3.21000003815
Latvia,2003,3643,11734856721,3.25
Latvia,2002,3127,9537868349,3.26999998093
Latvia,2001,3025,8347312514,3.06999993324
Latvia,2000,2612,7934770568,2.99000000954
Latvia,1999,2375,7530139323,3.5
Latvia,1998,2345,7172336471,3.8599998951
Lebanon,2013,12000,44352418120,2.56999993324
Lebanon,2012,12596,43205095854,2.19000005722
Lebanon,2011,13160,40078938640,1.64999997616
Lebanon,2010,13243,38009950249,1.62999999523
Lebanon,2009,14051,35139635158,1.77999997139
Lebanon,2008,14247,28829850746,2.03999996185
Lebanon,2007,13639,24577114428,2.6099998951
Lebanon,2006,13705,21796351575,2.80999994278
Lebanon,2005,13409,21287562189,2.67000007629
Lebanon,2004,13577,20955223881,2.67000007629
Lebanon,2002,11772,19152238806,2.54999995232
Lebanon,2001,9928,17649751244,2.83999991417
Lesotho,2008,4440,1630672199,12.9799995422
Lesotho,2006,3951,1428852975,13.8599996567
Lesotho,2005,4138,1368352564,14.7899999619
Lesotho,2004,4397,1234215385,13.2700004578
Lesotho,2003,4678,969167237,15.6199998856
Lesotho,2002,3685,656752929,11.8100004196
Lesotho,2001,2022,706400239,10.7700004578
Lesotho,2000,1760,771261708,11.4899997711
Lesotho,1999,1236,801538587,14.1599998474
Liberia,2012,698,1735500000,2.81999993324
Liberia,2008,802,850040500,3.25999999046
Liechtenstein,2011,983,5739705822,2.55999994278
Liechtenstein,2008,863,5081479840,2.04999995232
Liechtenstein,2007,885,4601430549,1.91999995708
Liechtenstein,2006,857,4000101033,2.04999995232
Liechtenstein,2004,676,3454374270,2.43000006676
Liechtenstein,2003,666,3070803439,2.46000003815
Lithuania,2011,10314,43505562065,17.7000007629
Lithuania,2010,8740,37132564255,18.3099994659
Lithuania,2009,7783,37440673478,19.2600002289
Lithuania,2008,7106,47850551149,16.6900005341
Lithuania,2007,6744,39738180077,15.8500003815
Lithuania,2006,6551,30216060233,16.6399993896
Lithuania,2005,6786,26125575942,16.8299999237
Lithuania,2004,6457,22649930576,17.8500003815
Luxembourg,2001,5839,21052080537,3.59999990463
Madagascar,2013,4223,10613473833,2.07999992371
Madagascar,2012,4824,9919780071,2.73000001907
Madagascar,2011,4733,9892702358,2.77999997139
Madagascar,2009,4207,8550363975,3.18000006676
Madagascar,2008,4126,9413002921,2.91000008583
Madagascar,2007,4154,7342923489,3.36999988556
Madagascar,2006,4230,5515884349,3.27999997139
Madagascar,2005,4151,5039293031,3.84999990463
Madagascar,2004,3993,4363934494,3.25999999046
Madagascar,2003,4113,5474030080,3.03999996185
Madagascar,2002,3369,4397254608,2.72000002861
Madagascar,2001,2901,4529575348,3.25
Madagascar,2000,2856,3877673539,2.91000008583
Madagascar,1999,2615,3717515283,2.76999998093
Madagascar,1998,2619,3738704468,1.87000000477
Malawi,2013,1921,3883521175,7.69999980927
Malawi,2011,2463,5627896279,5.34999990463
Malawi,2010,2189,5398615401,4.36000013351
Malawi,2003,1473,2424656666,4.21999979019
Malawi,2001,1272,1716502070,4.51000022888
Malawi,2000,1130,1743506287,5.25
Malawi,1999,1286,1775920040,4.98999977112
Malaysia,2013,56260,323343000000,6.28999996185
Malaysia,2011,59855,297952000000,5.92999982834
Malaysia,2010,59539,255017000000,5.11999988556
Malaysia,2009,59892,202258000000,5.96999979019
Malaysia,2008,56285,230814000000,3.96000003815
Malaysia,2007,52654,193548000000,4.36999988556
Malaysia,2006,49000,162691000000,4.48999977112
Malaysia,2004,48294,124750000000,5.92000007629
Malaysia,2003,48877,110202000000,7.5
Malaysia,2002,46459,100845000000,7.65999984741
Malaysia,2001,44254,92783947368,7.48000001907
Malaysia,2000,45301,93789736842,5.96999979019
Malaysia,1999,54255,79148947368,5.69000005722
Maldives,2012,3573,2514041557,5.15999984741
Maldives,2011,2013,2449576518,5.96999979019
Maldives,2009,2101,2166330189,7.0
Maldives,2008,2166,2117773601,4.80000019073
Maldives,2007,1487,1745998940,4.73000001907
Maldives,2006,1365,1474698126,4.96000003815
Maldives,2005,1364,1119806502,5.21000003815
Maldives,2004,1268,1202240024,4.76000022888
Maldives,2003,1225,1043403341,5.36999988556
Maldives,2002,1217,910864152,5.69999980927
Mali,2013,5695,10942822487,3.91000008583
Mali,2012,5308,10340795747,4.19000005722
Mali,2011,5141,10647545940,4.57999992371
Mali,2010,4643,9264035748,3.78999996185
Mali,2009,4059,8964480395,4.40000009537
Mali,2008,3970,8737660549,3.81999993324
Mali,2005,3304,5486319313,4.15000009537
Mali,2004,3149,4982269745,4.30999994278
Mali,2003,3214,4221530566,4.09999990463
Mali,2002,2417,3189056155,3.36999988556
Mali,2001,2141,3017629343,3.5
Mali,2000,1680,2655438603,3.61999988556
Mali,1999,1580,2938610578,2.99000000954
Mali,1998,1563,2920358587,2.98000001907
Malta,2012,1356,8882509104,6.76000022888
Malta,2011,1231,9302635890,7.96000003815
Malta,2010,1222,8163355021,6.90999984741
Malta,2009,1141,8099400961,5.44000005722
Malta,2008,1014,8554293727,5.84999990463
Malta,2007,1026,7466219569,6.30999994278
Malta,2004,724,5643525282,4.78999996185
Malta,2002,677,4296164768,4.30999994278
Malta,1998,541,3809619584,4.40999984741
Marshall Islands,2003,134,126887586,12.2399997711
Marshall Islands,2002,125,124735072,8.67000007629
Marshall Islands,1999,117,107978893,14.5399999619
Mauritania,2013,4308,5057754939,3.27999997139
Mauritania,2012,4015,4845165274,3.0
Mauritania,2011,3914,5123097509,3.07999992371
Mauritania,2010,3593,4337791531,3.59999990463
Mauritania,2008,3042,4031047704,3.54999995232
Mauritania,2006,2697,3040716679,2.51999998093
Mauritania,2004,2458,1833444740,2.51999998093
Mauritania,2003,2234,1563074859,3.09999990463
Mauritania,2002,1984,1324426607,3.05999994278
Mauritania,2001,2012,1295539448,2.83999991417
Mauritania,1999,1918,1405662879,2.43000006676
Mauritius,2013,6041,11931866299,3.68000006676
Mauritius,2012,6422,11445657238,3.49000000954
Mauritius,2011,6829,11252386261,3.41000008583
Mauritius,2010,7218,9718233911,3.66000008583
Mauritius,2009,7754,8834661043,3.16000008583
Mauritius,2008,7587,9641089805,3.20000004768
Mauritius,2007,7512,7792052680,3.32999992371
Mauritius,2006,7621,6731529168,3.81999993324
Mauritius,2005,7286,6283796155,4.19999980927
Mauritius,2004,7249,6385691315,4.46999979019
Mauritius,2003,7219,5609836354,4.48000001907
Mauritius,2002,6771,4767303153,3.1099998951
Mauritius,2001,5401,4536544699,3.17000007629
Mauritius,2000,4455,4582562398,3.81999993324
Mauritius,1999,3444,4291171396,3.94000005722
Mexico,2011,26302,1169360000000,5.15000009537
Mexico,2010,26072,1049930000000,5.19000005722
Mexico,2009,26823,893369000000,5.21999979019
Mexico,2008,25608,1101280000000,4.86000013351
Mexico,2007,25043,1043120000000,4.73000001907
Mexico,2006,23975,965281000000,4.73999977112
Mexico,2005,23048,866346000000,4.90999984741
Mexico,2004,21522,770268000000,4.80000019073
Mexico,2003,21724,713284000000,5.19000005722
Mexico,2002,19880,741559000000,4.63999986649
Mexico,2001,15275,724704000000,4.42999982834
Mexico,2000,14230,683648000000,4.13000011444
Mexico,1999,13486,579460000000,3.66000008583
Mexico,1998,13149,502010000000,3.52999997139
Moldova,2012,15608,7284686576,8.35000038147
Moldova,2011,17671,7015206498,8.56000041962
Moldova,2010,15163,5811604052,9.10999965668
Moldova,2009,12788,5439422031,9.51000022888
Moldova,2008,15005,6054806101,8.23999977112
Moldova,2007,10041,4401154128,8.28999996185
Moldova,2006,9499,3408272498,7.5
Moldova,2005,10005,2988338439,7.15999984741
Moldova,2004,9249,2598231467,6.76999998093
Moldova,2003,8612,1980901554,5.42000007629
Moldova,2002,8269,1661818168,5.5
Moldova,2001,7970,1480656884,4.84999990463
Moldova,2000,9167,1288420223,4.48999977112
Moldova,1999,8909,1170785048,4.65999984741
Monaco,2011,485,6074884389,1.59000003338
Monaco,2010,454,5350674803,1.32000005245
Monaco,2009,408,5557245122,1.33000004292
Monaco,2004,350,4110348444,1.24000000954
Monaco,2000,261,2647883820,1.25999999046
Monaco,1999,249,2906009308,1.20000004768
Monaco,1998,245,2934578789,1.21000003815
Mongolia,2011,10611,10409797336,4.61000013351
Mongolia,2010,10017,7189482030,4.65000009537
Mongolia,2009,9482,4583850368,5.13999986649
Mongolia,2007,6472,4234999703,4.69000005722
Mongolia,2004,4762,1992066759,4.32999992371
Mongolia,2002,3497,1396555772,7.21000003815
Mongolia,2000,2441,1136896162,5.55000019073
Mongolia,1999,2099,1057408608,5.15000009537
Mongolia,1998,1871,1124440238,5.48999977112
Morocco,2009,42247,92897320376,5.38000011444
Morocco,2008,41558,92507257784,5.55999994278
Morocco,1999,38159,39734098976,5.38999986649
Morocco,1998,38045,40021760860,5.34000015259
Mozambique,2013,1783,16018848991,6.71999979019
Mozambique,2012,1625,14534278446,6.21000003815
Mozambique,2006,2823,8312078525,5.01000022888
Mozambique,2005,2907,7723846195,5.19999980927
Mozambique,2004,2595,6831808930,4.46000003815
Mozambique,1999,1896,5302532113,3.66000008583
Mozambique,1998,1720,4873242526,2.30999994278
Namibia,2010,7556,11282192605,8.35000038147
Namibia,2008,8446,8486721917,6.48000001907
Namibia,2006,7546,7978734402,6.03999996185
Namibia,2003,6920,4931312147,6.11999988556
Namibia,2002,5757,3361251198,6.76000022888
Namibia,2001,5930,3546783708,6.90999984741
Namibia,2000,6588,3908661518,6.98999977112
Namibia,1999,4546,3818954448,7.21999979019
Nepal,2013,30186,19271168018,4.09000015259
Nepal,2010,27323,16002656434,4.71999979019
Nepal,2009,24627,12854985464,4.65999984741
Nepal,2008,19525,12545438605,3.80999994278
Nepal,2007,15866,10325618017,3.51999998093
Nepal,2006,11355,9043715356,3.6099998951
Nepal,2005,9355,8130258976,3.3599998951
Nepal,2004,7673,7273933993,3.17000007629
Nepal,2003,7148,6330476435,3.1099998951
Nepal,2002,6326,6050875807,3.15000009537
Nepal,2001,4796,6007061224,3.71000003815
Nepal,2000,4355,5494252208,2.98000001907
Nepal,1999,3875,5033642384,2.8900001049
Nepal,1998,3840,4856255044,2.8900001049
Netherlands,2012,14466,828947000000,5.51000022888
Netherlands,2011,13472,893702000000,5.53000020981
Netherlands,2010,12619,836440000000,5.55999994278
Netherlands,2009,11273,857933000000,5.48999977112
Netherlands,2008,8280,936228000000,5.11999988556
Netherlands,2007,10553,839420000000,4.96999979019
Netherlands,2006,10109,726649000000,5.13999986649
Netherlands,2005,10209,678534000000,5.21000003815
Netherlands,2004,8655,650533000000,5.15000009537
Netherlands,2003,12694,571863000000,5.11000013351
Netherlands,2002,12193,465369000000,4.88000011444
Netherlands,2001,12054,426574000000,4.76000022888
Netherlands,2000,12538,412807000000,4.61999988556
Netherlands,1999,13064,441975000000,4.57999992371
Netherlands,1998,12640,432476000000,4.61000013351
New Zealand,2011,5227,166140000000,7.0
New Zealand,2010,4759,145288000000,7.05000019073
New Zealand,2009,4572,120467000000,6.34999990463
New Zealand,2008,4171,131935000000,5.53000020981
New Zealand,2007,4161,136776000000,5.92999982834
New Zealand,2006,4148,111437000000,5.94000005722
New Zealand,2005,3818,115061000000,6.26999998093
New Zealand,2004,6533,104072000000,6.5
New Zealand,2003,6926,88361029620,6.42999982834
New Zealand,2002,7406,66711700380,6.40999984741
New Zealand,2001,6577,53872573916,6.55999994278
New Zealand,1999,5822,58762345633,6.63999986649
Nicaragua,2010,2561,8741313143,4.48999977112
Nicaragua,2003,1813,5322454926,2.42000007629
Nicaragua,2002,1692,5224213018,2.3900001049
Nicaragua,2000,1404,5107329007,3.0
Nicaragua,1999,1330,4855717875,2.92000007629
Nicaragua,1998,1331,4635267225,2.23000001907
Niger,2013,2416,7683045043,4.90999984741
Niger,2012,2288,6942209595,4.32999992371
Niger,2011,2682,6409169890,4.21000003815
Niger,2010,2393,5718589799,3.73000001907
Niger,2009,2146,5397121856,4.53000020981
Niger,2008,2342,5403363917,3.66000008583
Niger,2007,2394,4291363391,4.01999998093
Niger,2006,2369,3646728060,3.32999992371
Niger,2003,1513,2731416346,2.40000009537
Niger,2002,1465,2170481509,3.05999994278
Niger,2001,1252,1945327565,2.86999988556
Niger,2000,1329,1798374468,3.19000005722
Niger,1999,1139,2018193703,3.23000001907
Norway,2012,23560,509705000000,7.36999988556
Norway,2011,15558,498157000000,6.46000003815
Norway,2010,13883,428525000000,6.75
Norway,2009,12426,386384000000,7.09999990463
Norway,2008,11307,461947000000,6.28999996185
Norway,2007,11965,400884000000,6.53999996185
Norway,2006,12214,345425000000,6.38999986649
Norway,2005,12683,308722000000,6.86999988556
Norway,2004,13673,264357000000,7.30000019073
Norway,2003,15456,228752000000,7.42000007629
Norway,2002,16106,195418000000,7.44000005722
Norway,2001,14692,174003000000,6.82999992371
Norway,2000,13835,171316000000,6.46000003815
Norway,1999,12947,162286000000,6.96999979019
Norway,1998,11608,154165000000,7.36000013351
Oman,2009,10155,48388296489,4.19000005722
Oman,2006,10542,37215864759,3.8599998951
Oman,2005,10254,31081924577,3.51999998093
Oman,2004,10827,24763589077,4.03000020981
Oman,2003,9899,21633810143,3.90000009537
Oman,2002,9685,20142782835,4.32999992371
Oman,2001,9186,19452015605,4.01999998093
Oman,2000,8806,19507412224,3.20000004768
Oman,1999,8278,15710148244,4.01000022888
Oman,1998,8082,14085373212,4.11000013351
Pakistan,2013,37579,231087000000,2.49000000954
Pakistan,2012,37229,224646000000,2.1400001049
Pakistan,2011,39296,213755000000,2.22000002861
Pakistan,2010,37850,177407000000,2.28999996185
Pakistan,2009,34581,168153000000,2.58999991417
Pakistan,2008,30542,170078000000,2.75
Pakistan,2007,27873,152386000000,2.6400001049
Pakistan,2006,25694,137264000000,2.63000011444
Pakistan,2005,24109,109502000000,2.25
Pakistan,2004,23238,97977766198,1.95000004768
Pakistan,2000,15490,73952374970,1.84000003338
Pakistan,1999,14625,62973855719,2.6099998951
Panama,2011,2082,33270500000,3.28999996185
Panama,2008,2544,24884000000,3.53999996185
Panama,2004,1847,14179300000,3.78999996185
Panama,2003,2018,12933200000,4.40999984741
Panama,2002,1768,12272400000,4.44000005722
Panama,2001,1728,11807500000,4.34999990463
Panama,2000,1879,11620500000,5.03999996185
Panama,1999,1761,11456300000,4.84000015259
Paraguay,2012,2837,24611039786,4.96000003815
Paraguay,2011,2881,25071195492,4.96999979019
Paraguay,2010,2798,20030528043,3.76999998093
Paraguay,2007,2421,13794910634,3.54999995232
Paraguay,2004,1612,8033877360,3.44000005722
Paraguay,2003,1666,6588103836,3.95000004768
Paraguay,2002,1477,6325151760,3.88000011444
Paraguay,2001,1275,7662595076,4.25
Paraguay,2000,1095,8195993231,4.57000017166
Paraguay,1999,1012,8392549702,4.44999980927
Paraguay,1998,997,9024567484,4.30999994278
Peru,2013,14204,201848000000,3.27999997139
Peru,2012,15083,192680000000,2.92000007629
Peru,2011,16424,170564000000,2.68000006676
Peru,2010,17282,148522000000,2.84999990463
Peru,2009,15601,121192000000,3.13000011444
Peru,2008,15598,121572000000,2.83999991417
Peru,2007,13374,102171000000,2.63000011444
Peru,2006,11489,87862091339,2.68000006676
Peru,2005,10134,74947898080,2.88000011444
Peru,2004,9790,66695121800,2.96000003815
Peru,2003,9839,59030590739,2.92000007629
Peru,2002,8921,54436633340,2.83999991417
Peru,2001,7417,51592365725,3.05999994278
Peru,2000,7370,50980861887,3.27999997139
Peru,1999,5943,49332889437,3.5
Peru,1998,5876,54534476412,3.33999991417
Philippines,2009,10087,168335000000,2.65000009537
Philippines,2008,8895,174195000000,2.69000005722
Philippines,2007,8120,149360000000,2.59999990463
Philippines,2006,7902,122211000000,2.52999997139
Philippines,2005,7625,103072000000,2.43000006676
Philippines,2004,7403,91371239765,2.56999993324
Philippines,2003,7174,83908206456,3.03999996185
Philippines,2002,6464,81357602950,3.0
Philippines,2001,5545,76262072022,3.02999997139
Philippines,2000,5573,81026297144,3.26999998093
Philippines,1998,5091,72207025219,3.80999994278
Poland,2011,28634,528742000000,4.86000013351
Poland,2010,31211,479243000000,5.09999990463
Poland,2009,32687,436476000000,5.03000020981
Poland,2008,32254,530185000000,5.07000017166
Poland,2007,32582,428763000000,4.86999988556
Poland,2006,30469,343261000000,5.23000001907
Poland,2005,30089,304410000000,5.46000003815
Poland,2004,27679,253529000000,5.38999986649
Poland,2003,26601,217513000000,5.32999992371
Poland,2002,22813,198681000000,5.40000009537
Poland,2001,19739,190521000000,5.32999992371
Poland,2000,17446,171886000000,4.98999977112
Poland,1999,15515,168225000000,4.63999986649
Poland,1998,15417,173338000000,4.98000001907
Portugal,2011,13471,244880000000,5.11999988556
Portugal,2010,13019,238318000000,5.40000009537
Portugal,2009,12511,243746000000,5.55999994278
Portugal,2008,11540,262008000000,4.69999980927
Portugal,2007,11735,240169000000,4.92000007629
Portugal,2006,10452,208567000000,4.90999984741
Portugal,2005,12320,197305000000,5.07000017166
Portugal,2004,11241,189187000000,5.03999996185
Portugal,2003,12468,164964000000,5.28000020981
Portugal,2002,11652,134229000000,5.26000022888
Portugal,2001,11231,121546000000,5.34000015259
Portugal,2000,10657,118358000000,5.15999984741
Portugal,1999,10959,127466000000,5.05000019073
Qatar,2013,5039,201885000000,4.01000022888
Qatar,2012,3585,190290000000,3.47000002861
Qatar,2011,2859,169805000000,4.01000022888
Qatar,2010,2825,125122000000,4.53999996185
Qatar,2009,2431,97798351648,3.41000008583
Qatar,2008,2168,115270000000,4.23000001907
Qatar,2007,2007,79712087912,2.45000004768
Qatar,2006,1809,60882142857,2.70000004768
Qatar,2005,1838,44530494505,3.97000002861
Qatar,2004,1354,31734065934,3.46000003815
Qatar,2003,1327,23533791209,3.36999988556
Qatar,2002,1284,19363736264,3.84999990463
Qatar,2001,1253,17538461538,3.20000004768
Qatar,2000,1205,17759890110,3.73000001907
Qatar,1999,1147,12393131868,4.34999990463
Qatar,1998,1086,10255495027,3.57999992371
Romania,2012,31888,172044000000,2.99000000954
Romania,2011,28534,185363000000,3.06999993324
Romania,2010,25627,167998000000,3.52999997139
Romania,2009,23671,167423000000,4.23999977112
Romania,2007,22311,171537000000,4.25
Romania,2005,20315,99697566668,3.48000001907
Romania,2004,20002,76216441462,3.27999997139
Romania,2003,19487,59867801205,3.45000004768
Romania,2002,17510,46174557556,3.50999999046
Romania,2001,15082,40716836998,3.25
Romania,2000,12540,37438527800,2.8599998951
Russian Federation,2012,51267,2016110000000,4.15000009537
Russian Federation,2008,44864,1660850000000,4.09999990463
Russian Federation,2006,41779,989931000000,3.86999988556
Russian Federation,2005,39508,764017000000,3.76999998093
Russian Federation,2004,37910,591017000000,3.54999995232
Russian Federation,2003,37226,430348000000,3.68000006676
Russian Federation,2002,35046,345110000000,3.83999991417
Russian Federation,2001,30080,306603000000,3.1099998951
Russian Federation,2000,28634,259708000000,2.94000005722
Rwanda,2013,5155,7522006198,5.03000020981
Rwanda,2012,6067,7219657132,4.75
Rwanda,2011,4948,6406727230,4.71000003815
